timestamp,latitude,longitude,elevation
2015-08-23T17:40:33+00:00,38.061676,-121.788576,0.0
2015-08-23T17:40:34+00:00,38.061627,-121.788631,0.0
2015-08-23T17:40:35+00:00,38.061578,-121.788687,0.0
2015-08-23T17:40:36+00:00,38.061529,-121.788741,0.0
2015-08-23T17:40:37+00:00,38.061479,-121.788793,0.0
2015-08-23T17:40:38+00:00,38.061427,-121.788846,0.0
2015-08-23T17:40:39+00:00,38.061376,-121.788897,0.0
2015-08-23T17:40:40+00:00,38.061324,-121.788947,0.0
2015-08-23T17:40:41+00:00,38.061272,-121.788999,0.0
2015-08-23T17:40:42+00:00,38.061223,-121.789056,0.0
2015-08-23T17:40:43+00:00,38.061177,-121.789115,0.0
2015-08-23T17:40:44+00:00,38.061131,-121.789172,0.0
2015-08-23T17:40:45+00:00,38.061085,-121.78923,0.0
2015-08-23T17:40:46+00:00,38.061033,-121.789284,0.0
2015-08-23T17:40:47+00:00,38.060981,-121.789339,0.0
2015-08-23T17:40:48+00:00,38.060937,-121.789399,0.0
2015-08-23T17:40:49+00:00,38.060897,-121.789462,0.0
2015-08-23T17:40:50+00:00,38.060858,-121.789525,0.0
2015-08-23T17:40:51+00:00,38.060817,-121.789587,0.0
2015-08-23T17:40:52+00:00,38.060774,-121.789647,0.0
2015-08-23T17:40:53+00:00,38.060727,-121.789706,0.0
2015-08-23T17:40:54+00:00,38.060676,-121.789762,0.0
2015-08-23T17:40:55+00:00,38.060624,-121.78981,0.0
2015-08-23T17:40:56+00:00,38.06057,-121.789859,0.0
2015-08-23T17:40:57+00:00,38.060516,-121.789916,0.0
2015-08-23T17:40:58+00:00,38.060464,-121.789979,0.0
2015-08-23T17:40:59+00:00,38.060415,-121.790046,0.0
2015-08-23T17:41:00+00:00,38.060365,-121.790115,0.0
2015-08-23T17:41:01+00:00,38.060313,-121.790183,0.0
2015-08-23T17:41:02+00:00,38.060261,-121.790249,0.0
2015-08-23T17:41:03+00:00,38.06021,-121.790316,0.0
2015-08-23T17:41:04+00:00,38.060161,-121.790385,0.0
2015-08-23T17:41:05+00:00,38.060115,-121.790456,0.0
2015-08-23T17:41:06+00:00,38.060065,-121.790524,0.0
2015-08-23T17:41:07+00:00,38.060015,-121.790591,0.0
2015-08-23T17:41:08+00:00,38.059969,-121.790658,0.0
2015-08-23T17:41:09+00:00,38.059923,-121.790723,0.0
2015-08-23T17:41:10+00:00,38.059879,-121.790789,0.0
2015-08-23T17:41:11+00:00,38.059838,-121.790856,0.0
2015-08-23T17:41:12+00:00,38.059799,-121.790922,0.0
2015-08-23T17:41:13+00:00,38.059764,-121.790989,0.0
2015-08-23T17:41:14+00:00,38.059731,-121.791056,0.0
2015-08-23T17:41:15+00:00,38.059699,-121.791123,0.0
2015-08-23T17:41:17+00:00,38.059633,-121.791221,0.0
2015-08-23T17:41:23+00:00,38.059514,-121.791219,0.0
2015-08-23T17:41:25+00:00,38.059442,-121.791255,0.0
2015-08-23T17:41:27+00:00,38.059363,-121.791318,0.0
2015-08-23T17:41:29+00:00,38.059285,-121.791398,0.0
2015-08-23T17:41:31+00:00,38.059204,-121.791476,0.0
2015-08-23T17:41:33+00:00,38.059137,-121.791562,0.0
2015-08-23T17:41:35+00:00,38.059061,-121.791632,0.0
2015-08-23T17:41:37+00:00,38.058978,-121.791708,0.0
2015-08-23T17:41:39+00:00,38.058892,-121.791796,0.0
2015-08-23T17:41:41+00:00,38.058804,-121.791887,0.0
2015-08-23T17:41:43+00:00,38.058706,-121.791937,0.0
2015-08-23T17:41:45+00:00,38.058595,-121.791952,0.0
2015-08-23T17:41:47+00:00,38.058464,-121.791959,0.0
2015-08-23T17:41:49+00:00,38.058328,-121.791975,0.0
2015-08-23T17:41:51+00:00,38.058189,-121.791991,0.0
2015-08-23T17:41:53+00:00,38.058049,-121.79196,0.0
2015-08-23T17:41:54+00:00,38.057986,-121.79194,0.0
2015-08-23T17:41:56+00:00,38.057866,-121.791895,0.0
2015-08-23T17:41:58+00:00,38.057742,-121.791875,0.0
2015-08-23T17:42:00+00:00,38.057627,-121.791882,0.0
2015-08-23T17:42:02+00:00,38.057529,-121.791869,0.0
2015-08-23T17:42:04+00:00,38.057434,-121.791856,0.0
2015-08-23T17:42:06+00:00,38.057343,-121.791852,0.0
2015-08-23T17:42:08+00:00,38.057259,-121.791837,0.0
2015-08-23T17:42:10+00:00,38.057169,-121.791819,0.0
2015-08-23T17:42:13+00:00,38.05705,-121.791772,0.0
2015-08-23T17:42:16+00:00,38.056917,-121.791759,0.0
2015-08-23T17:42:32+00:00,38.056936,-121.79165,0.0
2015-08-23T17:42:40+00:00,38.056971,-121.791574,0.0
2015-08-23T17:43:02+00:00,38.056826,-121.791582,0.0
2015-08-23T17:43:08+00:00,38.056932,-121.791495,0.0
2015-08-23T17:43:11+00:00,38.05703,-121.791458,0.0
2015-08-23T17:43:14+00:00,38.057152,-121.791403,0.0
2015-08-23T17:43:17+00:00,38.057288,-121.79137,0.0
2015-08-23T17:43:19+00:00,38.057396,-121.791366,0.0
2015-08-23T17:43:21+00:00,38.057514,-121.791374,0.0
2015-08-23T17:43:23+00:00,38.057638,-121.791381,0.0
2015-08-23T17:43:25+00:00,38.057774,-121.791397,0.0
2015-08-23T17:43:27+00:00,38.05791,-121.791429,0.0
2015-08-23T17:43:28+00:00,38.057978,-121.791449,0.0
2015-08-23T17:43:30+00:00,38.058114,-121.791492,0.0
2015-08-23T17:43:32+00:00,38.058245,-121.791527,0.0
2015-08-23T17:43:34+00:00,38.058368,-121.79156,0.0
2015-08-23T17:43:36+00:00,38.058495,-121.791579,0.0
2015-08-23T17:43:38+00:00,38.058622,-121.791587,0.0
2015-08-23T17:43:40+00:00,38.058756,-121.791594,0.0
2015-08-23T17:43:42+00:00,38.058888,-121.791616,0.0
2015-08-23T17:43:44+00:00,38.059018,-121.791639,0.0
2015-08-23T17:43:46+00:00,38.059152,-121.791657,0.0
2015-08-23T17:43:48+00:00,38.059286,-121.791661,0.0
2015-08-23T17:43:50+00:00,38.05942,-121.791653,0.0
2015-08-23T17:43:52+00:00,38.059558,-121.791642,0.0
2015-08-23T17:43:54+00:00,38.059692,-121.791621,0.0
2015-08-23T17:43:56+00:00,38.059828,-121.791544,0.0
2015-08-23T17:43:58+00:00,38.059971,-121.791442,0.0
2015-08-23T17:43:59+00:00,38.060044,-121.791394,0.0
2015-08-23T17:44:01+00:00,38.060191,-121.791306,0.0
2015-08-23T17:44:03+00:00,38.060334,-121.791204,0.0
2015-08-23T17:44:04+00:00,38.060396,-121.791145,0.0
2015-08-23T17:44:11+00:00,38.06038,-121.791018,0.0
2015-08-23T17:44:14+00:00,38.060476,-121.790899,0.0
2015-08-23T17:44:16+00:00,38.06059,-121.790848,0.0
2015-08-23T17:44:18+00:00,38.060706,-121.79078,0.0
2015-08-23T17:44:20+00:00,38.060816,-121.790699,0.0
2015-08-23T17:44:22+00:00,38.060934,-121.790629,0.0
2015-08-23T17:44:24+00:00,38.061058,-121.790546,0.0
2015-08-23T17:44:26+00:00,38.06119,-121.79046,0.0
2015-08-23T17:44:28+00:00,38.061324,-121.790405,0.0
2015-08-23T17:44:30+00:00,38.06145,-121.790324,0.0
2015-08-23T17:44:32+00:00,38.061566,-121.790217,0.0
2015-08-23T17:44:34+00:00,38.061685,-121.79011,0.0
2015-08-23T17:44:36+00:00,38.06181,-121.790028,0.0
2015-08-23T17:44:38+00:00,38.061924,-121.789953,0.0
2015-08-23T17:44:40+00:00,38.062028,-121.78986,0.0
2015-08-23T17:44:42+00:00,38.062126,-121.789751,0.0
2015-08-23T17:44:44+00:00,38.062246,-121.789652,0.0
2015-08-23T17:44:46+00:00,38.06238,-121.789566,0.0
2015-08-23T17:44:48+00:00,38.062508,-121.789459,0.0
2015-08-23T17:44:49+00:00,38.062574,-121.789401,0.0
2015-08-23T17:44:51+00:00,38.062714,-121.789312,0.0
2015-08-23T17:44:53+00:00,38.062856,-121.78925,0.0
2015-08-23T17:44:55+00:00,38.062986,-121.789175,0.0
2015-08-23T17:44:57+00:00,38.063102,-121.789077,0.0
2015-08-23T17:44:59+00:00,38.063218,-121.788981,0.0
2015-08-23T17:45:01+00:00,38.063346,-121.788916,0.0
2015-08-23T17:45:03+00:00,38.06348,-121.788848,0.0
2015-08-23T17:45:05+00:00,38.063612,-121.788775,0.0
2015-08-23T17:45:07+00:00,38.063744,-121.788689,0.0
2015-08-23T17:45:09+00:00,38.06388,-121.788608,0.0
2015-08-23T17:45:11+00:00,38.064012,-121.788516,0.0
2015-08-23T17:45:12+00:00,38.064076,-121.78847,0.0
2015-08-23T17:45:13+00:00,38.064142,-121.788427,0.0
2015-08-23T17:45:14+00:00,38.064209,-121.788389,0.0
2015-08-23T17:45:16+00:00,38.064346,-121.78832,0.0
2015-08-23T17:45:18+00:00,38.064475,-121.788252,0.0
